dissim	el0	el1	el2	el3	el4	el5	el6	el7	el8	el9	el10	el11	el12	el13	el14	el15	max_el	diff	diffplus	diffminus	std	diff/std**0.2	diff/std**0.6	diff/std**1	diff/std**1.4	diff/std**2	maxmiddle	similarwindow_4.0	similarwindow_4.1	similarwindow_4.2	similarwindow_4.3	stat0	stat1	stat2	stat3	stat4	stat5	stat6	stat7	stat8	stat9	stat10	stat11	stat12	stat13	stat14	stat15	stat16	stat17	stat18	stat19	stat20	stat21	stat22	stat23	stat24	stat25	stat26	stat27	stat28	stat29	stat30	stat31	stat32	stat33	stat34	stat35	stat36	stat37	stat38	stat39	stat40	stat41	stat42	stat43	stat44	class
0.0095936	0.066927	0.058518	0.10937	0.025356	0.056913	0.097768	0.14582	0.19619	0.17861	0.14892	0.085121	0.009576	0.01755	0.017832	0.010039	0.011675	0.19619	0.1345	0.059031	-0.075465	0.036003	0.16466	0.24645	0.36348	0.50873	0.58573	0.34375	0.30558	0.57969	0.6133	0.75343	0.023378	0.030516	0.046414	0.013808	0.030727	0.057052	0.067856	0.099972	0.077423	0.05525	0.032841	0.00076732	0.0096855	0.0048385	0.0019086	0.0066566	0.26163	0.29238	0.27304	0.27782	0.0053532	0.022562	0.12642	0.00075402	0.11939	0.039038	0.078419	0.10893	0.086261	0.01229	-0.070753	0.14027	0.094273	0.14126	-0.12304	0.13177	0.17102	0.096488	0.2199	0.16016	-0.0010539	-0.023158	0.0091255	-0.0085801	1.9301	700.5
0.011008	0.045504	0.074576	0.069302	0.067069	0.10519	0.1964	0.23533	0.25287	0.11319	0.10422	0.045959	0.021336	0.017705	0.019429	0.01792	0.014396	0.25287	0.17008	0.10099	-0.069088	0.035835	0.20843	0.31252	0.46174	0.64714	0.74461	0.3125	0.25597	0.70529	0.77125	0.6177	0.046268	0.029598	0.021151	0.042293	0.059899	0.10946	0.12668	0.14338	0.060744	0.055277	0.024384	0.0067427	0.0064222	0.010957	0.0065503	0.0076999	0.23727	0.2662	0.25649	0.25657	-0.073766	-0.14081	-0.049777	-0.06658	0.061859	0.083674	0.12295	0.066043	0.12665	0.14131	0.14087	0.011071	-0.073933	-0.080823	-0.11616	0.13076	0.30727	0.072782	0.23566	0.19468	0.069833	-0.037935	0.033576	0.007252	1.8552	496
0.01517	0.14299	0.18139	0.09742	0.035865	0.070756	0.089421	0.25041	0.25709	0.24832	0.20871	0.18308	0.030686	0.011041	0.013544	0.011419	0.010153	0.25709	0.21591	0.12671	-0.0892	0.049068	0.24849	0.32896	0.43123	0.54771	0.63359	0.26562	0.3622	0.77519	0.79186	0.86511	0.078319	0.12365	0.045537	0.034205	0.022474	0.051948	0.13485	0.13664	0.13514	0.1107	0.097105	0.016788	0.0044491	0.0044973	0.005705	0.0061919	0.20664	0.28275	0.26116	0.25715	-0.1409	-0.12742	-0.11246	-0.13373	0.081653	0.043054	0.12245	0.13864	0.11006	0.14123	0.14126	0.044359	-0.059558	0.089269	-0.12465	-0.081802	0.030349	-0.045	0.10792	0.04899	-0.018626	-0.037347	-0.010739	-0.02435	2.0005	434.5
0.008632	0.040845	0.14094	0.072432	0.026033	0.035321	0.071112	0.13469	0.21443	0.14347	0.077956	0.047465	0.0086888	0.0060426	0.01229	0.0087192	0.0072347	0.21443	0.10396	0.042627	-0.06133	0.025732	0.1361	0.23264	0.38888	0.5953	0.62543	0.39062	0.22319	0.4548	0.416	0.47447	0.0084521	0.071282	0.033432	0.01659	0.0097244	0.042502	0.0734	0.11539	0.0782	0.042509	0.026826	0.002034	0.0027683	0.0094317	0.0015862	0.0016978	0.26183	0.26382	0.24467	0.25803	-0.032937	0.13961	0.078176	-0.10885	-0.10509	0.018737	0.10846	0.12331	0.10827	0.10778	0.069262	0.096088	0.13866	-0.124	-0.13272	-0.043786	0.23492	0.15277	0.31006	0.22772	0.020606	-0.0027704	0.06942	0.022851	1.8832	404.5
0.012662	0.058624	0.048334	0.087251	0.13123	0.11211	0.21307	0.19852	0.18481	0.18132	0.1558	0.12998	0.030999	0.014944	0.021094	0.011977	0.011489	0.21307	0.20821	0.11541	-0.092792	0.048848	0.23984	0.31808	0.41768	0.53129	0.61488	0.26562	0.21061	1.0109	1.1018	1.0145	0.026524	0.024246	0.043517	0.072927	0.059567	0.1199	0.11645	0.10126	0.1026	0.085458	0.069129	0.015577	0.0051286	0.0075876	0.0015081	0.0042451	0.26316	0.30148	0.25765	0.27927	-0.086889	-0.14142	0.01055	0.086798	0.13906	0.073624	0.026139	0.10227	0.06801	0.10109	0.13777	0.12484	-0.063412	-0.090721	-0.10883	-0.13597	0.092408	-0.073782	0.013401	0.013375	-0.012656	-0.039771	-0.027614	-0.033609	2.0559	860.5
0.010259	0.098255	0.12867	0.0984	0.13147	0.070212	0.053461	0.15918	0.15315	0.11195	0.060325	0.050687	0.028786	0.02209	0.017395	0.01244	0.010273	0.15918	0.13669	0.067382	-0.069305	0.042086	0.16221	0.22822	0.31724	0.4234	0.49323	0.51562	0.15814	0.668	0.86461	0.67376	0.047065	0.024497	0.032345	0.070004	0.034672	0.028511	0.084436	0.081224	0.059923	0.033183	0.040073	0.014805	0.0035217	0.0097076	0.0051739	0.0054346	0.23839	0.28573	0.25194	0.26125	0.020754	0.080005	0.13952	0.11993	0.12774	0.13438	0.14117	0.14138	0.12982	0.097926	-0.12984	-0.04768	-0.062447	-0.14142	0.012951	-0.041149	0.078875	0.018739	0.10766	0.070895	-0.018558	-0.03203	-0.011926	-0.022377	1.9093	654.5
0.013763	0.047644	0.083036	0.079412	0.15516	0.020024	0.21722	0.2764	0.291	0.21849	0.12011	0.12044	0.040769	0.013364	0.01118	0.0097838	0.015276	0.291	0.22945	0.12073	-0.10872	0.048198	0.26502	0.35335	0.46638	0.59587	0.69048	0.26562	0.23122	0.69667	0.35171	0.56436	0.025311	0.051457	0.042398	0.096398	0.0079358	0.11649	0.14659	0.15636	0.11609	0.063708	0.067583	0.022364	0.0052327	0.0055246	0.0037559	0.010423	0.2577	0.30215	0.25304	0.27698	0.13919	-0.06882	0.13298	-0.017748	-0.087693	0.12745	0.1414	0.1252	0.13901	0.14121	0.076561	0.101	0.091864	0.067766	-0.12628	-0.064164	0.22422	0.022824	0.16315	0.13077	0.020258	-0.041107	0.0035282	-0.017736	2.0394	605
0.01469	0.088034	0.087803	0.12141	0.18586	0.1796	0.21559	0.2755	0.261	0.12678	0.13375	0.082628	0.016205	0.010074	0.011441	0.018299	0.0060344	0.2755	0.23697	0.11997	-0.117	0.056552	0.26511	0.33174	0.41175	0.49852	0.56446	0.23438	0.089792	0.82927	0.94458	1.0898	0.016542	0.046329	0.067981	0.1017	0.090749	0.11363	0.14437	0.13839	0.062367	0.071175	0.04395	0.0096124	0.0055399	0.0045001	0.0089405	0.0041571	0.23878	0.29081	0.2431	0.26443	0.13706	0.13519	0.067878	0.1038	0.13907	0.13734	0.14115	0.1414	0.13952	0.13709	0.13769	0.015549	0.098224	-0.093659	0.1174	-0.068531	0.1709	-0.015857	0.13369	0.093136	0.015874	-0.048193	-0.0051791	-0.025895	2.059	554
0.0078823	0.04018	0.049668	0.10271	0.11345	0.024277	0.078497	0.13535	0.10883	0.073298	0.052355	0.0060605	0.0082674	0.0095821	0.013729	0.0089577	0.017521	0.13535	0.082778	0.049478	-0.033299	0.023371	0.11047	0.19615	0.33965	0.53136	0.53535	0.34375	0.18941	0.27805	0.34353	0.2424	0.024363	0.026743	0.063999	0.073023	0.0111	0.039405	0.060324	0.049407	0.038988	0.013529	0.00057539	0.0049634	0.0054036	0.0073958	0.0016474	0.0096568	0.27426	0.30267	0.28447	0.28806	-0.095091	0.12263	-0.012321	-0.06183	-0.13844	0.13039	-0.11586	-0.13562	0.13764	0.1205	-0.11774	-0.078656	0.14129	0.12206	-0.038607	0.095728	0.23316	0.17305	0.21668	0.20694	0.011702	-0.011265	0.0070567	0.0015292	1.8865	380
0.016185	0.044515	0.18214	0.17727	0.19885	0.13377	0.18089	0.19492	0.19297	0.11522	0.11579	0.041053	0.013441	0.0082622	0.015262	0.012983	0.01565	0.19885	0.21883	0.15309	-0.065742	0.052193	0.24877	0.32136	0.41139	0.51186	0.5876	0.10938	0.20384	0.77735	0.8783	0.94894	0.011054	0.098825	0.10401	0.1382	0.11064	0.10919	0.12534	0.14729	0.085871	0.075681	0.020437	0.0035082	0.0020099	0.0010226	0.00034804	0.0025693	0.27782	0.35516	0.3132	0.32308	0.12124	0.11358	0.034224	-0.072402	-0.12292	0.010888	-0.032557	-0.10505	-0.098073	-0.042084	0.11103	0.056225	0.0075925	0.099783	0.08026	0.053212	0.18687	0.019451	0.047798	0.084479	-0.0050371	-0.049576	-0.043592	-0.03937	2.0146	505.5
0.0087506	0.048867	0.055489	0.036149	0.078409	0.081818	0.12033	0.081718	0.24901	0.16388	0.075831	0.034965	0.010795	0.0084068	0.010342	0.0082839	0.0088267	0.24901	0.12154	0.055969	-0.065573	0.028702	0.15569	0.25488	0.4092	0.60974	0.66641	0.32812	0.092093	0.33251	0.39551	0.38948	0.016791	0.0076922	0.0047207	0.044187	0.041281	0.064949	0.044456	0.13234	0.087386	0.041649	0.01981	0.0049393	0.005437	0.0041373	0.0030212	0.0021001	0.27024	0.27833	0.27453	0.27573	0.11107	-0.11578	0.017835	0.07218	-0.13671	0.11974	0.11047	0.13869	0.13457	0.099588	0.066813	0.12848	-0.035987	-0.13811	0.11403	-0.12006	0.15812	0.056192	0.18606	0.13134	-0.0129	-0.035943	-0.0026253	-0.020627	1.8773	455
0.0091099	0.057175	0.10342	0.049695	0.094427	0.068597	0.11726	0.14904	0.18855	0.15718	0.105	0.08359	0.027262	0.0097327	0.01881	0.012075	0.0092027	0.18855	0.15893	0.074722	-0.084211	0.031855	0.1994	0.31325	0.48374	0.70108	0.78886	0.35938	0.23335	0.58889	0.63044	0.3362	0.026279	0.062536	0.043122	0.050152	0.036452	0.062192	0.081366	0.10162	0.083666	0.057176	0.044514	0.0071978	0.0062707	0.0063945	0.0037921	0.0032914	0.27105	0.28901	0.2581	0.27535	0.028293	0.0095307	-0.13016	0.13955	0.13889	0.14136	0.10643	0.12147	0.13679	0.10937	0.1362	-0.14107	0.1399	0.033781	0.13423	0.03002	0.2281	0.084347	0.21151	0.17026	0.016528	-0.025941	0.012067	-0.0049863	1.9646	958.5
0.0082113	0.053818	0.072281	0.0871	0.083676	0.069075	0.11082	0.045241	0.14597	0.15941	0.065217	0.010946	0.015627	0.0088526	0.011909	0.0079178	0.0074799	0.15941	0.11316	0.049762	-0.063397	0.027225	0.14649	0.24488	0.40092	0.60542	0.64989	0.3125	0.17881	0.34177	0.37264	0.34964	0.031704	0.039272	0.050051	0.033403	0.037559	0.058997	0.024162	0.073768	0.083551	0.041489	0.0028522	0.0033969	0.0041152	0.004002	0.0035949	0.004151	0.29191	0.31678	0.27825	0.29723	0.030768	0.11196	0.053114	0.10727	-0.032458	0.13661	0.1326	0.11377	0.09336	-0.025967	0.086099	-0.041423	0.094706	0.13015	-0.14079	0.088238	0.22521	0.17359	0.25211	0.21584	0.0044892	-0.013056	0.015108	0.00092128	1.7327	906.5
0.012113	0.1118	0.12234	0.10093	0.15322	0.16881	0.28234	0.16746	0.15235	0.1355	0.070988	0.13125	0.042202	0.032496	0.016386	0.023903	0.017138	0.28234	0.20871	0.10509	-0.10362	0.042755	0.2469	0.34521	0.47699	0.63346	0.73801	0.15625	0.19269	0.3354	0.30142	0.28896	0.057727	0.065995	0.053622	0.082704	0.089553	0.14973	0.098376	0.080869	0.072864	0.037959	0.062596	0.021664	0.011167	0.0095816	0.0089328	0.0023382	0.26887	0.3498	0.28941	0.30814	-0.11406	0.12038	0.1391	0.11968	0.14105	0.1414	0.033161	0.14027	0.12422	0.13106	0.13087	0.11368	-0.020923	0.0078288	-3.4685e-05	0.085657	0.031243	-0.00091284	0.0586	0.042604	-0.044042	-0.053707	-0.043563	-0.045537	2.0822	1668
0.0095293	0.066769	0.13213	0.13348	0.06484	0.099094	0.15681	0.17855	0.097111	0.074273	0.03359	0.021206	0.022497	0.010971	0.019384	0.0098391	0.0062971	0.17855	0.097178	0.052796	-0.044382	0.031228	0.1224	0.19381	0.30153	0.43939	0.49199	0.3125	0.18824	0.32753	0.35772	0.3922	0.017268	0.069157	0.046074	0.0068687	0.053213	0.087633	0.095291	0.05205	0.039469	0.0077843	0.01127	0.012053	0.00033567	0.0076196	0.0052301	0.0050215	0.28364	0.30915	0.31819	0.30463	0.13113	-0.1067	-0.08072	0.078683	0.11837	0.080798	0.13349	0.12817	0.13888	-0.011249	0.1388	0.12866	-0.071025	-0.12149	0.13848	-0.11577	0.15349	0.12119	0.19958	0.16093	-0.02363	-0.034556	-0.013133	-0.023083	1.8482	609
0.0077767	0.10549	0.089286	0.064596	0.093637	0.048958	0.10708	0.14847	0.17045	0.06775	0.023036	0.010765	0.011995	0.01794	0.0077747	0.0065536	0.013038	0.17045	0.10737	0.068516	-0.038852	0.024126	0.14238	0.24966	0.42732	0.66388	0.67866	0.35938	0.11706	0.38132	0.3291	0.32804	0.043396	0.038823	0.037172	0.051133	0.022925	0.054202	0.082408	0.096514	0.037329	0.012999	0.0036161	0.0056388	0.003304	0.002929	0.002609	0.0021076	0.25786	0.29038	0.28667	0.28007	-0.054207	-0.14007	-0.066862	0.10611	0.11637	-0.018983	0.088084	0.067382	0.096056	0.070813	0.1396	0.060349	0.11649	-0.10528	-0.098287	0.11674	0.24649	0.14945	0.23717	0.20993	0.0058176	-0.023681	0.0048638	-0.005712	1.8212	504.5
0.0099565	0.089879	0.081824	0.15889	0.24439	0.096898	0.13407	0.11562	0.13385	0.045456	0.067478	0.037661	0.023594	0.013825	0.01347	0.018702	0.013206	0.24439	0.16528	0.084597	-0.080686	0.034025	0.20465	0.31323	0.47189	0.67137	0.766	0.32812	0.22072	0.41167	0.50979	0.49977	0.039498	0.045981	0.087867	0.13039	0.053006	0.071114	0.063642	0.071103	0.022076	0.035828	0.027029	0.011063	0.0053952	0.00097626	0.0064152	0.0079613	0.23562	0.27753	0.22537	0.25014	-0.13135	0.075083	0.092022	0.13383	0.10413	0.14121	0.097164	0.13931	0.14086	0.13991	-0.085259	-0.11834	0.051367	-0.074501	-0.11112	-0.0091833	0.36502	0.22015	0.315	0.29555	0.091163	0.0038414	0.052983	0.042843	1.6954	650
0.009033	0.031739	0.032272	0.096888	0.074282	0.21123	0.18329	0.13659	0.056602	0.04559	0.026503	0.021467	0.0073108	0.0092894	0.010079	0.01999	0.012269	0.21123	0.1206	0.061363	-0.059241	0.029333	0.15382	0.24966	0.3976	0.58913	0.64826	0.40625	0.1865	0.39242	0.46536	0.53538	0.0074241	0.017386	0.051671	0.03792	0.11844	0.097337	0.072474	0.032077	0.029944	0.019671	0.0082099	0.003011	0.00045334	0.005054	0.0022764	0.0029838	0.26249	0.30678	0.26682	0.28067	0.091405	0.12199	0.13438	0.1026	0.077361	0.13969	0.14078	0.066552	-0.044786	-0.12908	0.049097	-0.03699	-0.071594	0.041144	0.10399	-0.052519	0.21158	0.10565	0.20148	0.1697	0.019509	-0.032758	0.010892	-0.0064244	1.7872	580.5
0.011659	0.04837	0.09108	0.073204	0.042187	0.036533	0.017194	0.17918	0.23933	0.20032	0.11958	0.037001	0.010991	0.0053046	0.041323	0.016553	0.012214	0.23933	0.12697	0.084152	-0.042823	0.03284	0.15834	0.24576	0.37522	0.53922	0.61091	0.23438	0.18296	0.44429	0.62389	0.75728	0.019568	0.025832	0.033813	0.022385	0.020537	0.005786	0.11128	0.15734	0.13189	0.067247	0.021622	0.0054408	0.003726	0.009024	0.010615	0.0044139	0.25634	0.28784	0.2738	0.27471	0.082636	0.13967	-0.13463	0.14071	0.074694	-0.010105	-0.010049	-0.045287	-0.046089	0.074327	0.037801	0.034473	-0.076858	-0.060743	-0.043607	-0.0056823	0.24045	0.095601	0.14904	0.15721	0.025357	-0.037389	-0.010992	-0.014026	1.852	555
0.0075156	0.056376	0.040038	0.067626	0.025712	0.060302	0.013122	0.1299	0.17017	0.15248	0.057956	0.0078574	0.01321	0.0082863	0.014974	0.0054715	0.0090434	0.17017	0.083707	0.04183	-0.041877	0.026508	0.10894	0.18404	0.3043	0.46254	0.49163	0.35938	0.15508	0.44458	0.49855	0.471	0.033444	0.025616	0.031042	0.015675	0.022193	0.0083828	0.06935	0.090568	0.08236	0.031242	0.0041676	0.0018002	0.00068725	0.0025977	0.0019237	0.002309	0.2842	0.26911	0.2798	0.27814	-0.13991	-0.13947	-0.099644	-0.070109	-0.10899	-0.035982	0.13305	0.13689	0.1189	0.12123	0.14124	-0.12582	0.13119	-0.13319	-0.14072	0.14093	0.25785	0.15991	0.26755	0.22948	0.016204	-0.018324	0.020733	0.0057385	1.8479	529
0.012318	0.090384	0.048475	0.040043	0.051553	0.057452	0.10997	0.20874	0.27957	0.27345	0.25952	0.082799	0.0088717	0.021085	0.0072021	0.0083482	0.013969	0.27957	0.1869	0.095993	-0.09091	0.043817	0.22003	0.30465	0.41704	0.54954	0.6401	0.39062	0.2464	0.81888	0.82068	0.82298	0.020484	0.027916	0.021766	0.015497	0.033626	0.058465	0.11084	0.14962	0.14561	0.1378	0.044215	0.0049127	0.011904	0.0021114	0.0040275	0.0033507	0.21415	0.27324	0.21587	0.23968	-0.10272	0.14041	-0.11821	0.024834	0.03641	0.13827	0.13975	0.13005	0.13625	0.13984	0.13276	-0.1006	0.049199	-0.039058	0.11908	-0.14021	0.40052	0.13817	0.32011	0.2665	0.14312	-0.020042	0.088161	0.041686	1.7388	479
0.011038	0.058126	0.075914	0.067026	0.071121	0.055351	0.09469	0.10972	0.20397	0.22986	0.22854	0.071961	0.0080619	0.01242	0.011252	0.0069543	0.016011	0.22986	0.13731	0.061458	-0.075853	0.037867	0.16643	0.24416	0.35329	0.4871	0.56417	0.5	0.18268	0.61399	0.63189	0.75547	0.016467	0.039072	0.025812	0.04318	0.036799	0.051135	0.061331	0.097369	0.10997	0.11523	0.033141	0.0021115	0.0056597	0.0015109	0.0012486	0.0041064	0.26881	0.30361	0.27844	0.28558	0.13299	-0.13677	0.11407	0.14026	-0.06374	0.020561	0.0045152	0.078713	0.11954	0.078612	0.075907	-0.050327	0.1381	0.094619	-0.14078	0.0013498	0.10518	0.022744	0.15445	0.09232	-0.018937	-0.045236	-0.004709	-0.027471	1.9145	531.5
0.010939	0.056704	0.068989	0.081076	0.16626	0.25695	0.24212	0.16821	0.079793	0.07624	0.0049517	0.014575	0.011339	0.014851	0.0057437	0.012562	0.0081778	0.25695	0.14896	0.080421	-0.068541	0.036527	0.18185	0.27062	0.39695	0.55321	0.63817	0.34375	0.25109	0.67728	0.76193	0.7106	0.007496	0.0083452	0.024818	0.091	0.14357	0.1305	0.089229	0.042766	0.040562	0.0017955	0.0064176	0.0021549	0.008819	0.0018816	0.0022002	0.0014446	0.24589	0.29979	0.25879	0.27133	-0.13919	-0.086666	0.094404	0.10349	0.080995	0.12144	0.14108	0.12823	0.13739	-0.11716	0.13822	-0.098572	-0.12646	0.011064	-0.13855	0.1116	0.26483	0.11488	0.22362	0.19529	0.050076	-0.033221	0.021944	0.002459	1.6353	706
0.0084077	0.07715	0.13539	0.12189	0.13668	0.076176	0.040839	0.1763	0.18999	0.13649	0.013859	0.019086	0.042543	0.034644	0.027958	0.048756	0.051384	0.18999	0.092285	0.055627	-0.036657	0.029837	0.1173	0.18911	0.29927	0.44145	0.48822	0.39062	0.14253	0.25615	0.52157	0.51126	0.034725	0.07373	0.06158	0.073819	0.041771	0.023027	0.042341	0.02804	0.031695	0.0082839	0.0051772	0.015045	0.010007	0.0072578	0.016832	0.017027	0.24943	0.29773	0.25079	0.26786	0.12088	0.10931	0.033092	0.11893	0.1014	0.071641	-0.038119	-0.12059	0.016359	0.018646	-0.012346	0.14041	0.012922	0.10434	0.13744	0.14141	0.16857	0.12824	0.1536	0.15317	0.0037153	-0.021186	-0.0036398	-0.006963	2.0209	510
0.013076	0.063294	0.1177	0.12327	0.12496	0.25184	0.28326	0.20423	0.11735	0.031224	0.028145	0.021489	0.0097689	0.0074631	0.0071628	0.0029061	0.0043583	0.28326	0.17446	0.091178	-0.08328	0.04047	0.20866	0.29816	0.42068	0.56836	0.66137	0.17188	0.14046	0.58174	0.60194	0.60377	0.012439	0.037875	0.061702	0.067014	0.13707	0.15129	0.10936	0.067966	0.016559	0.016878	0.0070859	0.0053508	0.0014374	0.0017878	0.0011379	0.0024702	0.2559	0.32784	0.27413	0.29051	0.053996	0.05189	-0.083172	0.1275	0.10996	0.1325	0.12932	0.023822	0.14142	0.016068	0.019895	0.10267	-0.12541	0.11267	0.067832	0.066419	0.24634	0.13972	0.22247	0.20366	0.028961	-0.032839	0.0063409	-0.0041107	1.6539	657.5
0.01071	0.087355	0.058123	0.05559	0.025887	0.070399	0.15238	0.2539	0.23864	0.099085	0.053928	0.014533	0.0064818	0.0085812	0.0071053	0.0030141	0.0034897	0.2539	0.12242	0.058604	-0.063811	0.033636	0.15192	0.23358	0.35343	0.50448	0.57434	0.39062	0.1056	0.50652	0.54447	0.51338	0.041544	0.026566	0.032662	0.01373	0.035208	0.08194	0.13162	0.13169	0.050285	0.0295	0.0048638	0.0013849	0.0049314	0.0015914	0.00087634	0.00030101	0.27313	0.28194	0.26532	0.27457	0.096364	-0.14117	0.033034	0.14132	0.12113	0.12424	0.13919	0.094399	0.080072	0.10414	0.13002	-0.0042006	-0.14113	-0.062877	0.010211	0.12526	0.25337	0.1061	0.22693	0.19212	0.026392	-0.038383	0.0077848	-0.006011	1.8521	657.5
0.011362	0.059293	0.064471	0.13515	0.11101	0.17705	0.16164	0.22322	0.22472	0.16843	0.13173	0.060311	0.030714	0.008875	0.0059453	0.0016284	0.0021922	0.22472	0.21938	0.10981	-0.10957	0.04096	0.26176	0.37225	0.52283	0.70373	0.81928	0.09375	0.21433	0.18847	0.7492	0.82711	0.034003	0.035096	0.072617	0.059226	0.098977	0.085726	0.1185	0.11984	0.090064	0.070058	0.032635	0.021086	0.0053192	0.0020685	0.0011341	0.0011977	0.24806	0.29453	0.25067	0.27025	0.055028	0.1097	0.12521	0.13384	0.08044	0.14135	0.14017	0.13441	0.13109	0.13782	0.11672	-0.06698	0.016496	-0.12645	-0.13635	0.10552	0.18341	0.01395	0.1552	0.11373	0.022025	-0.031816	0.0037479	-0.012444	2.0052	789.5
0.010666	0.055208	0.12536	0.11102	0.074027	0.1162	0.16157	0.19113	0.17566	0.17568	0.12044	0.0060909	0.0045734	0.0065904	0.0029036	0.0011945	0.001504	0.19113	0.18113	0.099458	-0.081676	0.03727	0.22024	0.32514	0.47331	0.65569	0.75819	0.21875	0.25994	0.53202	0.51755	0.36295	0.029653	0.052662	0.058914	0.046672	0.062072	0.085768	0.10523	0.097318	0.094162	0.068674	0.0011958	0.0026637	0.0023001	0.0018618	0.00016779	0.00087343	0.26533	0.30629	0.26382	0.2825	0.12561	0.14105	0.14063	-0.020191	0.13232	0.14017	0.096895	0.090035	0.12815	0.060574	0.060195	0.04075	0.049203	0.14014	0.14139	0.043372	0.23189	0.072746	0.18988	0.15958	0.023361	-0.02668	0.010423	-0.0052817	1.854	452.5
0.013101	0.10996	0.040318	0.042546	0.10458	0.095161	0.133	0.20642	0.18942	0.22361	0.23779	0.14929	0.030298	0.0042325	0.0045383	0.0022547	0.0013069	0.23779	0.18312	0.10711	-0.076001	0.045756	0.21371	0.29087	0.39164	0.50895	0.59192	0.32812	0.17912	0.48064	0.68608	0.85886	0.013465	0.02566	0.012867	0.049168	0.055602	0.082891	0.11059	0.1019	0.10299	0.11927	0.080236	0.017943	0.0009069	0.0021187	0.00071275	0.00022625	0.23771	0.26836	0.24422	0.2543	-0.097497	-0.078389	0.081057	-0.043834	0.037902	-0.012485	0.12873	0.12373	0.077435	0.0057745	0.12482	-0.024683	-0.041543	-0.11461	0.10609	-0.04982	0.18188	-0.025915	0.11296	0.08386	0.013244	-0.038424	-0.0016572	-0.020389	2.0517	855
0.010077	0.02568	0.071426	0.097443	0.17943	0.10077	0.11448	0.10241	0.07396	0.09699	0.066738	0.051693	0.0099902	0.01437	0.0084849	0.0034833	0.0019179	0.17943	0.11269	0.062106	-0.050589	0.039552	0.13541	0.19525	0.2779	0.37812	0.43947	0.40625	0.13548	0.65452	0.68913	0.73083	0.015919	0.0033735	0.036918	0.10155	0.056514	0.064231	0.049898	0.039854	0.051443	0.038183	0.017502	0.00286	0.0028133	0.0050923	0.0016617	0.00061948	0.31164	0.34187	0.31979	0.32571	0.11321	0.026024	0.12493	0.067908	0.077182	0.07668	0.010457	0.1217	0.13862	0.057273	0.034832	-0.082766	0.038022	0.01541	0.13481	-0.099303	0.079561	0.017382	0.076574	0.057885	-0.037813	-0.051164	-0.038939	-0.043873	2.0268	592
0.0085043	0.055551	0.065195	0.08554	0.095109	0.14624	0.13221	0.12984	0.051858	0.054929	0.013673	0.015948	0.0027732	0.0081064	0.0096523	0.0017381	0.0012556	0.14624	0.077163	0.045253	-0.03191	0.027975	0.099349	0.1643	0.26631	0.39942	0.43286	0.42188	0.18728	0.31601	0.43574	0.44997	0.033717	0.021167	0.037856	0.035204	0.089559	0.070208	0.068958	0.024344	0.019182	0.0036718	0.006627	0.0024898	0.0027893	0.0024208	0.0015869	0.00029361	0.29481	0.3027	0.3041	0.30097	-0.020504	0.13473	-0.025817	-0.12567	-3.2601e-05	0.13977	0.13959	-0.034018	-0.077554	0.031315	0.10964	-0.13802	-0.1252	0.091934	0.013184	0.13743	0.1909	0.092737	0.18019	0.15381	-0.0094186	-0.039122	-0.0090927	-0.020615	1.8176	493.5
0.013471	0.041479	0.068822	0.12248	0.22093	0.24054	0.2417	0.19716	0.07356	0.035297	0.0091712	0.021295	0.0153	0.0061989	0.0094785	0.0051544	0.003548	0.2417	0.14369	0.094011	-0.04968	0.037111	0.17486	0.25858	0.37703	0.52298	0.60444	0.40625	0.12838	0.53829	0.57414	0.60445	0.023256	0.025535	0.028657	0.15435	0.15397	0.13701	0.1055	0.037571	0.020961	0.0028712	0.011455	0.0058062	0.0031879	0.0042166	0.0018072	0.0011962	0.27764	0.3543	0.31412	0.31899	0.0481	-0.14003	0.04121	-0.086404	-0.029805	0.066283	0.13026	-0.11229	-0.14114	0.12417	0.12378	-0.060562	0.13339	0.056203	-0.064079	0.063104	0.17642	0.10898	0.14647	0.14847	-0.010844	-0.046694	-0.028389	-0.029834	1.8053	657.5
0.013597	0.07527	0.10424	0.10165	0.16635	0.19463	0.218	0.20588	0.23699	0.18235	0.18391	0.13956	0.038132	0.0068429	0.014943	0.002595	0.0019975	0.23699	0.25951	0.13285	-0.12666	0.051412	0.29591	0.38454	0.49513	0.61918	0.71231	0.14062	0.13406	0.68815	0.74643	1.0313	0.042495	0.061622	0.054536	0.08948	0.10927	0.11611	0.11053	0.12933	0.097839	0.097624	0.075256	0.020992	0.0035927	0.0021408	0.0010845	0.0009733	0.23962	0.30606	0.25025	0.27382	0.07034	0.027807	0.12697	0.12385	0.076109	0.13598	0.12623	0.1069	0.12691	0.1402	0.12084	-0.10784	0.14074	0.13311	0.13871	0.10309	0.080314	-0.063508	0.090944	0.041548	-0.0065098	-0.037255	-0.0034941	-0.026067	1.9875	592
